NAV AIDS 1.0
FIX;32.9880555555556;34.5905555555556;RAFA
FIX;33.1665289528803;34.5526268030195;CGATA
FIX;33.3814820504402;35.3265532599222;AYIOS
FIX;34.6038110634732;35.7108564927832;ANDRE
FIX;35.9802630656347;36.0486708830457;ORNTS
FIX;36.2894080701464;35.9512153216826;KOLCR
FIX;36.589231930782;35.6384462554335;RUINS
FIX;36.9081211422126;35.6906895014859;IP
FIX;37.1150201142671;35.7265439271532;TARGE
FIX;36.9594176744269;35.4786235146519;EXIT
FIX;35.9802630656347;36.0486708830457;ORNTS
FIX;33.3814820504402;35.3265532599222;AYIOS
FIX;33.1665289528803;34.5526268030195;CGATA
FIX;32.9880555555556;34.5905555555556;RAFA
FIX;35.4125;36.994166666667;INCIR
